"STATISTIC","Statistic","TLIST(Q1)","Quarter","C02343V02817","Area","UNIT","VALUE"
"HSQ06C1","New House Prices","19881","1988Q1","-","National","Euro","51021"
"HSQ06C1","New House Prices","19881","1988Q1","01","Dublin","Euro","54478"
"HSQ06C1","New House Prices","19881","1988Q1","02","Cork","Euro","45825"
"HSQ06C1","New House Prices","19881","1988Q1","03","Galway","Euro","50739"
"HSQ06C1","New House Prices","19881","1988Q1","04","Limerick","Euro","50762"
"HSQ06C1","New House Prices","19881","1988Q1","05","Waterford","Euro","46766"
"HSQ06C1","New House Prices","19881","1988Q1","06","Other areas","Euro","48053"
"HSQ06C1","New House Prices","19882","1988Q2","-","National","Euro","51028"
"HSQ06C1","New House Prices","19882","1988Q2","01","Dublin","Euro","56616"
"HSQ06C1","New House Prices","19882","1988Q2","02","Cork","Euro","47162"
"HSQ06C1","New House Prices","19882","1988Q2","03","Galway","Euro","48938"
"HSQ06C1","New House Prices","19882","1988Q2","04","Limerick","Euro","51381"
"HSQ06C1","New House Prices","19882","1988Q2","05","Waterford","Euro","46514"
"HSQ06C1","New House Prices","19882","1988Q2","06","Other areas","Euro","46634"
"HSQ06C1","New House Prices","19883","1988Q3","-","National","Euro","52661"
"HSQ06C1","New House Prices","19883","1988Q3","01","Dublin","Euro","58923"
"HSQ06C1","New House Prices","19883","1988Q3","02","Cork","Euro","53041"
"HSQ06C1","New House Prices","19883","1988Q3","03","Galway","Euro","53213"
"HSQ06C1","New House Prices","19883","1988Q3","04","Limerick","Euro","49022"
"HSQ06C1","New House Prices","19883","1988Q3","05","Waterford","Euro","46121"
"HSQ06C1","New House Prices","19883","1988Q3","06","Other areas","Euro","47288"
"HSQ06C1","New House Prices","19884","1988Q4","-","National","Euro","54426"
"HSQ06C1","New House Prices","19884","1988Q4","01","Dublin","Euro","61128"
"HSQ06C1","New House Prices","19884","1988Q4","02","Cork","Euro","50966"
"HSQ06C1","New House Prices","19884","1988Q4","03","Galway","Euro","54764"
"HSQ06C1","New House Prices","19884","1988Q4","04","Limerick","Euro","58346"
"HSQ06C1","New House Prices","19884","1988Q4","05","Waterford","Euro","48901"
"HSQ06C1","New House Prices","19884","1988Q4","06","Other areas","Euro","47686"
"HSQ06C1","New House Prices","19891","1989Q1","-","National","Euro","56845"
"HSQ06C1","New House Prices","19891","1989Q1","01","Dublin","Euro","66729"
"HSQ06C1","New House Prices","19891","1989Q1","02","Cork","Euro","53100"
"HSQ06C1","New House Prices","19891","1989Q1","03","Galway","Euro","55985"
"HSQ06C1","New House Prices","19891","1989Q1","04","Limerick","Euro","55317"
"HSQ06C1","New House Prices","19891","1989Q1","05","Waterford","Euro","49075"
"HSQ06C1","New House Prices","19891","1989Q1","06","Other areas","Euro","49816"
"HSQ06C1","New House Prices","19892","1989Q2","-","National","Euro","55954"
"HSQ06C1","New House Prices","19892","1989Q2","01","Dublin","Euro","66781"
"HSQ06C1","New House Prices","19892","1989Q2","02","Cork","Euro","53281"
"HSQ06C1","New House Prices","19892","1989Q2","03","Galway","Euro","54815"
"HSQ06C1","New House Prices","19892","1989Q2","04","Limerick","Euro","53003"
"HSQ06C1","New House Prices","19892","1989Q2","05","Waterford","Euro","49049"
"HSQ06C1","New House Prices","19892","1989Q2","06","Other areas","Euro","47727"
"HSQ06C1","New House Prices","19893","1989Q3","-","National","Euro","58574"
"HSQ06C1","New House Prices","19893","1989Q3","01","Dublin","Euro","69758"
"HSQ06C1","New House Prices","19893","1989Q3","02","Cork","Euro","56748"
"HSQ06C1","New House Prices","19893","1989Q3","03","Galway","Euro","60695"
"HSQ06C1","New House Prices","19893","1989Q3","04","Limerick","Euro","53390"
"HSQ06C1","New House Prices","19893","1989Q3","05","Waterford","Euro","50208"
"HSQ06C1","New House Prices","19893","1989Q3","06","Other areas","Euro","51934"
"HSQ06C1","New House Prices","19894","1989Q4","-","National","Euro","62453"
"HSQ06C1","New House Prices","19894","1989Q4","01","Dublin","Euro","71353"
"HSQ06C1","New House Prices","19894","1989Q4","02","Cork","Euro","56351"
"HSQ06C1","New House Prices","19894","1989Q4","03","Galway","Euro","61954"
"HSQ06C1","New House Prices","19894","1989Q4","04","Limerick","Euro","58894"
"HSQ06C1","New House Prices","19894","1989Q4","05","Waterford","Euro","54798"
"HSQ06C1","New House Prices","19894","1989Q4","06","Other areas","Euro","57402"
"HSQ06C1","New House Prices","19901","1990Q1","-","National","Euro","65366"
"HSQ06C1","New House Prices","19901","1990Q1","01","Dublin","Euro","78269"
"HSQ06C1","New House Prices","19901","1990Q1","02","Cork","Euro","60231"
"HSQ06C1","New House Prices","19901","1990Q1","03","Galway","Euro","66233"
"HSQ06C1","New House Prices","19901","1990Q1","04","Limerick","Euro","63717"
"HSQ06C1","New House Prices","19901","1990Q1","05","Waterford","Euro","51515"
"HSQ06C1","New House Prices","19901","1990Q1","06","Other areas","Euro","56277"
"HSQ06C1","New House Prices","19902","1990Q2","-","National","Euro","64700"
"HSQ06C1","New House Prices","19902","1990Q2","01","Dublin","Euro","81624"
"HSQ06C1","New House Prices","19902","1990Q2","02","Cork","Euro","61185"
"HSQ06C1","New House Prices","19902","1990Q2","03","Galway","Euro","67906"
"HSQ06C1","New House Prices","19902","1990Q2","04","Limerick","Euro","59727"
"HSQ06C1","New House Prices","19902","1990Q2","05","Waterford","Euro","52849"
"HSQ06C1","New House Prices","19902","1990Q2","06","Other areas","Euro","53210"
"HSQ06C1","New House Prices","19903","1990Q3","-","National","Euro","66772"
"HSQ06C1","New House Prices","19903","1990Q3","01","Dublin","Euro","85497"
"HSQ06C1","New House Prices","19903","1990Q3","02","Cork","Euro","60800"
"HSQ06C1","New House Prices","19903","1990Q3","03","Galway","Euro","68490"
"HSQ06C1","New House Prices","19903","1990Q3","04","Limerick","Euro","64898"
"HSQ06C1","New House Prices","19903","1990Q3","05","Waterford","Euro","56533"
"HSQ06C1","New House Prices","19903","1990Q3","06","Other areas","Euro","56411"
"HSQ06C1","New House Prices","19904","1990Q4","-","National","Euro","65425"
"HSQ06C1","New House Prices","19904","1990Q4","01","Dublin","Euro","78292"
"HSQ06C1","New House Prices","19904","1990Q4","02","Cork","Euro","61935"
"HSQ06C1","New House Prices","19904","1990Q4","03","Galway","Euro","69168"
"HSQ06C1","New House Prices","19904","1990Q4","04","Limerick","Euro","60945"
"HSQ06C1","New House Prices","19904","1990Q4","05","Waterford","Euro","55846"
"HSQ06C1","New House Prices","19904","1990Q4","06","Other areas","Euro","57127"
"HSQ06C1","New House Prices","19911","1991Q1","-","National","Euro","67007"
"HSQ06C1","New House Prices","19911","1991Q1","01","Dublin","Euro","80914"
"HSQ06C1","New House Prices","19911","1991Q1","02","Cork","Euro","65286"
"HSQ06C1","New House Prices","19911","1991Q1","03","Galway","Euro","67319"
"HSQ06C1","New House Prices","19911","1991Q1","04","Limerick","Euro","65253"
"HSQ06C1","New House Prices","19911","1991Q1","05","Waterford","Euro","53418"
"HSQ06C1","New House Prices","19911","1991Q1","06","Other areas","Euro","56892"
"HSQ06C1","New House Prices","19912","1991Q2","-","National","Euro","64974"
"HSQ06C1","New House Prices","19912","1991Q2","01","Dublin","Euro","76436"
"HSQ06C1","New House Prices","19912","1991Q2","02","Cork","Euro","62132"
"HSQ06C1","New House Prices","19912","1991Q2","03","Galway","Euro","62561"
"HSQ06C1","New House Prices","19912","1991Q2","04","Limerick","Euro","61756"
"HSQ06C1","New House Prices","19912","1991Q2","05","Waterford","Euro","51183"
"HSQ06C1","New House Prices","19912","1991Q2","06","Other areas","Euro","57320"
"HSQ06C1","New House Prices","19913","1991Q3","-","National","Euro","66694"
"HSQ06C1","New House Prices","19913","1991Q3","01","Dublin","Euro","78462"
"HSQ06C1","New House Prices","19913","1991Q3","02","Cork","Euro","63462"
"HSQ06C1","New House Prices","19913","1991Q3","03","Galway","Euro","67958"
"HSQ06C1","New House Prices","19913","1991Q3","04","Limerick","Euro","64593"
"HSQ06C1","New House Prices","19913","1991Q3","05","Waterford","Euro","52474"
"HSQ06C1","New House Prices","19913","1991Q3","06","Other areas","Euro","58970"
"HSQ06C1","New House Prices","19914","1991Q4","-","National","Euro","69070"
"HSQ06C1","New House Prices","19914","1991Q4","01","Dublin","Euro","79732"
"HSQ06C1","New House Prices","19914","1991Q4","02","Cork","Euro","67248"
"HSQ06C1","New House Prices","19914","1991Q4","03","Galway","Euro","69198"
"HSQ06C1","New House Prices","19914","1991Q4","04","Limerick","Euro","66471"
"HSQ06C1","New House Prices","19914","1991Q4","05","Waterford","Euro","56821"
"HSQ06C1","New House Prices","19914","1991Q4","06","Other areas","Euro","61186"
"HSQ06C1","New House Prices","19921","1992Q1","-","National","Euro","69688"
"HSQ06C1","New House Prices","19921","1992Q1","01","Dublin","Euro","78980"
"HSQ06C1","New House Prices","19921","1992Q1","02","Cork","Euro","66805"
"HSQ06C1","New House Prices","19921","1992Q1","03","Galway","Euro","72450"
"HSQ06C1","New House Prices","19921","1992Q1","04","Limerick","Euro","62776"
"HSQ06C1","New House Prices","19921","1992Q1","05","Waterford","Euro","55046"
"HSQ06C1","New House Prices","19921","1992Q1","06","Other areas","Euro","60898"
"HSQ06C1","New House Prices","19922","1992Q2","-","National","Euro","68764"
"HSQ06C1","New House Prices","19922","1992Q2","01","Dublin","Euro","78389"
"HSQ06C1","New House Prices","19922","1992Q2","02","Cork","Euro","65162"
"HSQ06C1","New House Prices","19922","1992Q2","03","Galway","Euro","71616"
"HSQ06C1","New House Prices","19922","1992Q2","04","Limerick","Euro","60768"
"HSQ06C1","New House Prices","19922","1992Q2","05","Waterford","Euro","52881"
"HSQ06C1","New House Prices","19922","1992Q2","06","Other areas","Euro","61591"
"HSQ06C1","New House Prices","19923","1992Q3","-","National","Euro","69276"
"HSQ06C1","New House Prices","19923","1992Q3","01","Dublin","Euro","81516"
"HSQ06C1","New House Prices","19923","1992Q3","02","Cork","Euro","63482"
"HSQ06C1","New House Prices","19923","1992Q3","03","Galway","Euro","72757"
"HSQ06C1","New House Prices","19923","1992Q3","04","Limerick","Euro","58197"
"HSQ06C1","New House Prices","19923","1992Q3","05","Waterford","Euro","48853"
"HSQ06C1","New House Prices","19923","1992Q3","06","Other areas","Euro","64044"
"HSQ06C1","New House Prices","19924","1992Q4","-","National","Euro","69370"
"HSQ06C1","New House Prices","19924","1992Q4","01","Dublin","Euro","78263"
"HSQ06C1","New House Prices","19924","1992Q4","02","Cork","Euro","64974"
"HSQ06C1","New House Prices","19924","1992Q4","03","Galway","Euro","86148"
"HSQ06C1","New House Prices","19924","1992Q4","04","Limerick","Euro","58826"
"HSQ06C1","New House Prices","19924","1992Q4","05","Waterford","Euro","53685"
"HSQ06C1","New House Prices","19924","1992Q4","06","Other areas","Euro","62674"
"HSQ06C1","New House Prices","19931","1993Q1","-","National","Euro","67975"
"HSQ06C1","New House Prices","19931","1993Q1","01","Dublin","Euro","71942"
"HSQ06C1","New House Prices","19931","1993Q1","02","Cork","Euro","68497"
"HSQ06C1","New House Prices","19931","1993Q1","03","Galway","Euro","76631"
"HSQ06C1","New House Prices","19931","1993Q1","04","Limerick","Euro","61990"
"HSQ06C1","New House Prices","19931","1993Q1","05","Waterford","Euro","57699"
"HSQ06C1","New House Prices","19931","1993Q1","06","Other areas","Euro","64724"
"HSQ06C1","New House Prices","19932","1993Q2","-","National","Euro","69955"
"HSQ06C1","New House Prices","19932","1993Q2","01","Dublin","Euro","75373"
"HSQ06C1","New House Prices","19932","1993Q2","02","Cork","Euro","69036"
"HSQ06C1","New House Prices","19932","1993Q2","03","Galway","Euro","73213"
"HSQ06C1","New House Prices","19932","1993Q2","04","Limerick","Euro","69756"
"HSQ06C1","New House Prices","19932","1993Q2","05","Waterford","Euro","63423"
"HSQ06C1","New House Prices","19932","1993Q2","06","Other areas","Euro","64094"
"HSQ06C1","New House Prices","19933","1993Q3","-","National","Euro","70956"
"HSQ06C1","New House Prices","19933","1993Q3","01","Dublin","Euro","78088"
"HSQ06C1","New House Prices","19933","1993Q3","02","Cork","Euro","67460"
"HSQ06C1","New House Prices","19933","1993Q3","03","Galway","Euro","76301"
"HSQ06C1","New House Prices","19933","1993Q3","04","Limerick","Euro","68174"
"HSQ06C1","New House Prices","19933","1993Q3","05","Waterford","Euro","59798"
"HSQ06C1","New House Prices","19933","1993Q3","06","Other areas","Euro","65102"
"HSQ06C1","New House Prices","19934","1993Q4","-","National","Euro","69753"
"HSQ06C1","New House Prices","19934","1993Q4","01","Dublin","Euro","74700"
"HSQ06C1","New House Prices","19934","1993Q4","02","Cork","Euro","67901"
"HSQ06C1","New House Prices","19934","1993Q4","03","Galway","Euro","73988"
"HSQ06C1","New House Prices","19934","1993Q4","04","Limerick","Euro","65347"
"HSQ06C1","New House Prices","19934","1993Q4","05","Waterford","Euro","62922"
"HSQ06C1","New House Prices","19934","1993Q4","06","Other areas","Euro","66104"
"HSQ06C1","New House Prices","19941","1994Q1","-","National","Euro","73016"
"HSQ06C1","New House Prices","19941","1994Q1","01","Dublin","Euro","81145"
"HSQ06C1","New House Prices","19941","1994Q1","02","Cork","Euro","68612"
"HSQ06C1","New House Prices","19941","1994Q1","03","Galway","Euro","75408"
"HSQ06C1","New House Prices","19941","1994Q1","04","Limerick","Euro","68811"
"HSQ06C1","New House Prices","19941","1994Q1","05","Waterford","Euro","68514"
"HSQ06C1","New House Prices","19941","1994Q1","06","Other areas","Euro","68448"
"HSQ06C1","New House Prices","19942","1994Q2","-","National","Euro","72084"
"HSQ06C1","New House Prices","19942","1994Q2","01","Dublin","Euro","80042"
"HSQ06C1","New House Prices","19942","1994Q2","02","Cork","Euro","72418"
"HSQ06C1","New House Prices","19942","1994Q2","03","Galway","Euro","76467"
"HSQ06C1","New House Prices","19942","1994Q2","04","Limerick","Euro","66819"
"HSQ06C1","New House Prices","19942","1994Q2","05","Waterford","Euro","69288"
"HSQ06C1","New House Prices","19942","1994Q2","06","Other areas","Euro","66971"
"HSQ06C1","New House Prices","19943","1994Q3","-","National","Euro","70933"
"HSQ06C1","New House Prices","19943","1994Q3","01","Dublin","Euro","82948"
"HSQ06C1","New House Prices","19943","1994Q3","02","Cork","Euro","68674"
"HSQ06C1","New House Prices","19943","1994Q3","03","Galway","Euro","75497"
"HSQ06C1","New House Prices","19943","1994Q3","04","Limerick","Euro","66764"
"HSQ06C1","New House Prices","19943","1994Q3","05","Waterford","Euro","67912"
"HSQ06C1","New House Prices","19943","1994Q3","06","Other areas","Euro","64147"
"HSQ06C1","New House Prices","19944","1994Q4","-","National","Euro","74997"
"HSQ06C1","New House Prices","19944","1994Q4","01","Dublin","Euro","84068"
"HSQ06C1","New House Prices","19944","1994Q4","02","Cork","Euro","76719"
"HSQ06C1","New House Prices","19944","1994Q4","03","Galway","Euro","82332"
"HSQ06C1","New House Prices","19944","1994Q4","04","Limerick","Euro","70750"
"HSQ06C1","New House Prices","19944","1994Q4","05","Waterford","Euro","71069"
"HSQ06C1","New House Prices","19944","1994Q4","06","Other areas","Euro","67931"
"HSQ06C1","New House Prices","19951","1995Q1","-","National","Euro","77731"
"HSQ06C1","New House Prices","19951","1995Q1","01","Dublin","Euro","83281"
"HSQ06C1","New House Prices","19951","1995Q1","02","Cork","Euro","75939"
"HSQ06C1","New House Prices","19951","1995Q1","03","Galway","Euro","88511"
"HSQ06C1","New House Prices","19951","1995Q1","04","Limerick","Euro","69663"
"HSQ06C1","New House Prices","19951","1995Q1","05","Waterford","Euro","68896"
"HSQ06C1","New House Prices","19951","1995Q1","06","Other areas","Euro","73547"
"HSQ06C1","New House Prices","19952","1995Q2","-","National","Euro","76655"
"HSQ06C1","New House Prices","19952","1995Q2","01","Dublin","Euro","87578"
"HSQ06C1","New House Prices","19952","1995Q2","02","Cork","Euro","75751"
"HSQ06C1","New House Prices","19952","1995Q2","03","Galway","Euro","86868"
"HSQ06C1","New House Prices","19952","1995Q2","04","Limerick","Euro","73297"
"HSQ06C1","New House Prices","19952","1995Q2","05","Waterford","Euro","67019"
"HSQ06C1","New House Prices","19952","1995Q2","06","Other areas","Euro","68759"
"HSQ06C1","New House Prices","19953","1995Q3","-","National","Euro","77208"
"HSQ06C1","New House Prices","19953","1995Q3","01","Dublin","Euro","87096"
"HSQ06C1","New House Prices","19953","1995Q3","02","Cork","Euro","75382"
"HSQ06C1","New House Prices","19953","1995Q3","03","Galway","Euro","87679"
"HSQ06C1","New House Prices","19953","1995Q3","04","Limerick","Euro","73391"
"HSQ06C1","New House Prices","19953","1995Q3","05","Waterford","Euro","71449"
"HSQ06C1","New House Prices","19953","1995Q3","06","Other areas","Euro","70892"
"HSQ06C1","New House Prices","19954","1995Q4","-","National","Euro","80303"
