"STATISTIC","Statistic","TLIST(Q1)","Quarter","C02343V02817","Area","UNIT","VALUE"
"HSQ06C2","Second Hand House Prices","19764","1976Q4","01","Dublin","Euro",""
"HSQ06C2","Second Hand House Prices","19764","1976Q4","02","Cork","Euro",""
"HSQ06C2","Second Hand House Prices","19764","1976Q4","03","Galway","Euro",""
"HSQ06C2","Second Hand House Prices","19764","1976Q4","04","Limerick","Euro",""
"HSQ06C2","Second Hand House Prices","19764","1976Q4","05","Waterford","Euro",""
"HSQ06C2","Second Hand House Prices","19764","1976Q4","06","Other areas","Euro",""
"HSQ06C2","Second Hand House Prices","19771","1977Q1","-","National","Euro",""
"HSQ06C2","Second Hand House Prices","19771","1977Q1","01","Dublin","Euro",""
"HSQ06C2","Second Hand House Prices","19771","1977Q1","02","Cork","Euro",""
"HSQ06C2","Second Hand House Prices","19771","1977Q1","03","Galway","Euro",""
"HSQ06C2","Second Hand House Prices","19771","1977Q1","04","Limerick","Euro",""
"HSQ06C2","Second Hand House Prices","19771","1977Q1","05","Waterford","Euro",""
"HSQ06C2","Second Hand House Prices","19771","1977Q1","06","Other areas","Euro",""
"HSQ06C2","Second Hand House Prices","19772","1977Q2","-","National","Euro",""
"HSQ06C2","Second Hand House Prices","19772","1977Q2","01","Dublin","Euro",""
"HSQ06C2","Second Hand House Prices","19772","1977Q2","02","Cork","Euro",""
"HSQ06C2","Second Hand House Prices","19772","1977Q2","03","Galway","Euro",""
"HSQ06C2","Second Hand House Prices","19772","1977Q2","04","Limerick","Euro",""
"HSQ06C2","Second Hand House Prices","19772","1977Q2","05","Waterford","Euro",""
"HSQ06C2","Second Hand House Prices","19772","1977Q2","06","Other areas","Euro",""
"HSQ06C2","Second Hand House Prices","19773","1977Q3","-","National","Euro",""
"HSQ06C2","Second Hand House Prices","19773","1977Q3","01","Dublin","Euro",""
"HSQ06C2","Second Hand House Prices","19773","1977Q3","02","Cork","Euro",""
"HSQ06C2","Second Hand House Prices","19773","1977Q3","03","Galway","Euro",""
"HSQ06C2","Second Hand House Prices","19773","1977Q3","04","Limerick","Euro",""
"HSQ06C2","Second Hand House Prices","19773","1977Q3","05","Waterford","Euro",""
"HSQ06C2","Second Hand House Prices","19773","1977Q3","06","Other areas","Euro",""
"HSQ06C2","Second Hand House Prices","19774","1977Q4","-","National","Euro",""
"HSQ06C2","Second Hand House Prices","19774","1977Q4","01","Dublin","Euro",""
"HSQ06C2","Second Hand House Prices","19774","1977Q4","02","Cork","Euro",""
"HSQ06C2","Second Hand House Prices","19774","1977Q4","03","Galway","Euro",""
"HSQ06C2","Second Hand House Prices","19774","1977Q4","04","Limerick","Euro",""
"HSQ06C2","Second Hand House Prices","19774","1977Q4","05","Waterford","Euro",""
"HSQ06C2","Second Hand House Prices","19774","1977Q4","06","Other areas","Euro",""
"HSQ06C2","Second Hand House Prices","19781","1978Q1","-","National","Euro","19320"
"HSQ06C2","Second Hand House Prices","19781","1978Q1","01","Dublin","Euro","19997"
"HSQ06C2","Second Hand House Prices","19781","1978Q1","02","Cork","Euro","19371"
"HSQ06C2","Second Hand House Prices","19781","1978Q1","03","Galway","Euro","26073"
"HSQ06C2","Second Hand House Prices","19781","1978Q1","04","Limerick","Euro","18021"
"HSQ06C2","Second Hand House Prices","19781","1978Q1","05","Waterford","Euro","18537"
"HSQ06C2","Second Hand House Prices","19781","1978Q1","06","Other areas","Euro","17582"
"HSQ06C2","Second Hand House Prices","19782","1978Q2","-","National","Euro","22257"
"HSQ06C2","Second Hand House Prices","19782","1978Q2","01","Dublin","Euro","23151"
"HSQ06C2","Second Hand House Prices","19782","1978Q2","02","Cork","Euro","21714"
"HSQ06C2","Second Hand House Prices","19782","1978Q2","03","Galway","Euro","24399"
"HSQ06C2","Second Hand House Prices","19782","1978Q2","04","Limerick","Euro","20294"
"HSQ06C2","Second Hand House Prices","19782","1978Q2","05","Waterford","Euro","21055"
"HSQ06C2","Second Hand House Prices","19782","1978Q2","06","Other areas","Euro","20478"
"HSQ06C2","Second Hand House Prices","19783","1978Q3","-","National","Euro","23736"
"HSQ06C2","Second Hand House Prices","19783","1978Q3","01","Dublin","Euro","25329"
"HSQ06C2","Second Hand House Prices","19783","1978Q3","02","Cork","Euro","22187"
"HSQ06C2","Second Hand House Prices","19783","1978Q3","03","Galway","Euro","29850"
"HSQ06C2","Second Hand House Prices","19783","1978Q3","04","Limerick","Euro","22482"
"HSQ06C2","Second Hand House Prices","19783","1978Q3","05","Waterford","Euro","21507"
"HSQ06C2","Second Hand House Prices","19783","1978Q3","06","Other areas","Euro","20910"
"HSQ06C2","Second Hand House Prices","19784","1978Q4","-","National","Euro","22920"
"HSQ06C2","Second Hand House Prices","19784","1978Q4","01","Dublin","Euro","24190"
"HSQ06C2","Second Hand House Prices","19784","1978Q4","02","Cork","Euro","22430"
"HSQ06C2","Second Hand House Prices","19784","1978Q4","03","Galway","Euro","30530"
"HSQ06C2","Second Hand House Prices","19784","1978Q4","04","Limerick","Euro","20036"
"HSQ06C2","Second Hand House Prices","19784","1978Q4","05","Waterford","Euro","21481"
"HSQ06C2","Second Hand House Prices","19784","1978Q4","06","Other areas","Euro","20491"
"HSQ06C2","Second Hand House Prices","19791","1979Q1","-","National","Euro","24082"
"HSQ06C2","Second Hand House Prices","19791","1979Q1","01","Dublin","Euro","26149"
"HSQ06C2","Second Hand House Prices","19791","1979Q1","02","Cork","Euro","23555"
"HSQ06C2","Second Hand House Prices","19791","1979Q1","03","Galway","Euro","30403"
"HSQ06C2","Second Hand House Prices","19791","1979Q1","04","Limerick","Euro","22410"
"HSQ06C2","Second Hand House Prices","19791","1979Q1","05","Waterford","Euro","19964"
"HSQ06C2","Second Hand House Prices","19791","1979Q1","06","Other areas","Euro","20203"
"HSQ06C2","Second Hand House Prices","19792","1979Q2","-","National","Euro","29099"
"HSQ06C2","Second Hand House Prices","19792","1979Q2","01","Dublin","Euro","31912"
"HSQ06C2","Second Hand House Prices","19792","1979Q2","02","Cork","Euro","28415"
"HSQ06C2","Second Hand House Prices","19792","1979Q2","03","Galway","Euro","30184"
"HSQ06C2","Second Hand House Prices","19792","1979Q2","04","Limerick","Euro","26168"
"HSQ06C2","Second Hand House Prices","19792","1979Q2","05","Waterford","Euro","23838"
"HSQ06C2","Second Hand House Prices","19792","1979Q2","06","Other areas","Euro","24585"
"HSQ06C2","Second Hand House Prices","19793","1979Q3","-","National","Euro","28372"
"HSQ06C2","Second Hand House Prices","19793","1979Q3","01","Dublin","Euro","30710"
"HSQ06C2","Second Hand House Prices","19793","1979Q3","02","Cork","Euro","32517"
"HSQ06C2","Second Hand House Prices","19793","1979Q3","03","Galway","Euro","28212"
"HSQ06C2","Second Hand House Prices","19793","1979Q3","04","Limerick","Euro","28575"
"HSQ06C2","Second Hand House Prices","19793","1979Q3","05","Waterford","Euro","22996"
"HSQ06C2","Second Hand House Prices","19793","1979Q3","06","Other areas","Euro","24055"
"HSQ06C2","Second Hand House Prices","19794","1979Q4","-","National","Euro","28641"
"HSQ06C2","Second Hand House Prices","19794","1979Q4","01","Dublin","Euro","31589"
"HSQ06C2","Second Hand House Prices","19794","1979Q4","02","Cork","Euro","27875"
"HSQ06C2","Second Hand House Prices","19794","1979Q4","03","Galway","Euro","29537"
"HSQ06C2","Second Hand House Prices","19794","1979Q4","04","Limerick","Euro","26091"
"HSQ06C2","Second Hand House Prices","19794","1979Q4","05","Waterford","Euro","23437"
"HSQ06C2","Second Hand House Prices","19794","1979Q4","06","Other areas","Euro","25420"
"HSQ06C2","Second Hand House Prices","19801","1980Q1","-","National","Euro","29303"
"HSQ06C2","Second Hand House Prices","19801","1980Q1","01","Dublin","Euro","31751"
"HSQ06C2","Second Hand House Prices","19801","1980Q1","02","Cork","Euro","30764"
"HSQ06C2","Second Hand House Prices","19801","1980Q1","03","Galway","Euro","31498"
"HSQ06C2","Second Hand House Prices","19801","1980Q1","04","Limerick","Euro","27872"
"HSQ06C2","Second Hand House Prices","19801","1980Q1","05","Waterford","Euro","20486"
"HSQ06C2","Second Hand House Prices","19801","1980Q1","06","Other areas","Euro","25302"
"HSQ06C2","Second Hand House Prices","19802","1980Q2","-","National","Euro","29986"
"HSQ06C2","Second Hand House Prices","19802","1980Q2","01","Dublin","Euro","33685"
"HSQ06C2","Second Hand House Prices","19802","1980Q2","02","Cork","Euro","28531"
"HSQ06C2","Second Hand House Prices","19802","1980Q2","03","Galway","Euro","33474"
"HSQ06C2","Second Hand House Prices","19802","1980Q2","04","Limerick","Euro","29400"
"HSQ06C2","Second Hand House Prices","19802","1980Q2","05","Waterford","Euro","25942"
"HSQ06C2","Second Hand House Prices","19802","1980Q2","06","Other areas","Euro","24961"
"HSQ06C2","Second Hand House Prices","19803","1980Q3","-","National","Euro","31133"
"HSQ06C2","Second Hand House Prices","19803","1980Q3","01","Dublin","Euro","35074"
"HSQ06C2","Second Hand House Prices","19803","1980Q3","02","Cork","Euro","34501"
"HSQ06C2","Second Hand House Prices","19803","1980Q3","03","Galway","Euro","32390"
"HSQ06C2","Second Hand House Prices","19803","1980Q3","04","Limerick","Euro","29926"
"HSQ06C2","Second Hand House Prices","19803","1980Q3","05","Waterford","Euro","29109"
"HSQ06C2","Second Hand House Prices","19803","1980Q3","06","Other areas","Euro","25386"
"HSQ06C2","Second Hand House Prices","19804","1980Q4","-","National","Euro","33177"
"HSQ06C2","Second Hand House Prices","19804","1980Q4","01","Dublin","Euro","35875"
"HSQ06C2","Second Hand House Prices","19804","1980Q4","02","Cork","Euro","36043"
"HSQ06C2","Second Hand House Prices","19804","1980Q4","03","Galway","Euro","34223"
"HSQ06C2","Second Hand House Prices","19804","1980Q4","04","Limerick","Euro","31241"
"HSQ06C2","Second Hand House Prices","19804","1980Q4","05","Waterford","Euro","29195"
"HSQ06C2","Second Hand House Prices","19804","1980Q4","06","Other areas","Euro","28384"
"HSQ06C2","Second Hand House Prices","19811","1981Q1","-","National","Euro","34922"
"HSQ06C2","Second Hand House Prices","19811","1981Q1","01","Dublin","Euro","38463"
"HSQ06C2","Second Hand House Prices","19811","1981Q1","02","Cork","Euro","33864"
"HSQ06C2","Second Hand House Prices","19811","1981Q1","03","Galway","Euro","38389"
"HSQ06C2","Second Hand House Prices","19811","1981Q1","04","Limerick","Euro","33656"
"HSQ06C2","Second Hand House Prices","19811","1981Q1","05","Waterford","Euro","29085"
"HSQ06C2","Second Hand House Prices","19811","1981Q1","06","Other areas","Euro","29982"
"HSQ06C2","Second Hand House Prices","19812","1981Q2","-","National","Euro","37234"
"HSQ06C2","Second Hand House Prices","19812","1981Q2","01","Dublin","Euro","42614"
"HSQ06C2","Second Hand House Prices","19812","1981Q2","02","Cork","Euro","35925"
"HSQ06C2","Second Hand House Prices","19812","1981Q2","03","Galway","Euro","37690"
"HSQ06C2","Second Hand House Prices","19812","1981Q2","04","Limerick","Euro","34246"
"HSQ06C2","Second Hand House Prices","19812","1981Q2","05","Waterford","Euro","27073"
"HSQ06C2","Second Hand House Prices","19812","1981Q2","06","Other areas","Euro","31407"
"HSQ06C2","Second Hand House Prices","19813","1981Q3","-","National","Euro","40110"
"HSQ06C2","Second Hand House Prices","19813","1981Q3","01","Dublin","Euro","45342"
"HSQ06C2","Second Hand House Prices","19813","1981Q3","02","Cork","Euro","33992"
"HSQ06C2","Second Hand House Prices","19813","1981Q3","03","Galway","Euro","41663"
"HSQ06C2","Second Hand House Prices","19813","1981Q3","04","Limerick","Euro","38636"
"HSQ06C2","Second Hand House Prices","19813","1981Q3","05","Waterford","Euro","32899"
"HSQ06C2","Second Hand House Prices","19813","1981Q3","06","Other areas","Euro","34367"
"HSQ06C2","Second Hand House Prices","19814","1981Q4","-","National","Euro","37775"
"HSQ06C2","Second Hand House Prices","19814","1981Q4","01","Dublin","Euro","43062"
"HSQ06C2","Second Hand House Prices","19814","1981Q4","02","Cork","Euro","35512"
"HSQ06C2","Second Hand House Prices","19814","1981Q4","03","Galway","Euro","44653"
"HSQ06C2","Second Hand House Prices","19814","1981Q4","04","Limerick","Euro","35466"
"HSQ06C2","Second Hand House Prices","19814","1981Q4","05","Waterford","Euro","31175"
"HSQ06C2","Second Hand House Prices","19814","1981Q4","06","Other areas","Euro","31608"
"HSQ06C2","Second Hand House Prices","19821","1982Q1","-","National","Euro","39020"
"HSQ06C2","Second Hand House Prices","19821","1982Q1","01","Dublin","Euro","44908"
"HSQ06C2","Second Hand House Prices","19821","1982Q1","02","Cork","Euro","32067"
"HSQ06C2","Second Hand House Prices","19821","1982Q1","03","Galway","Euro","38548"
"HSQ06C2","Second Hand House Prices","19821","1982Q1","04","Limerick","Euro","36626"
"HSQ06C2","Second Hand House Prices","19821","1982Q1","05","Waterford","Euro","33206"
"HSQ06C2","Second Hand House Prices","19821","1982Q1","06","Other areas","Euro","34128"
"HSQ06C2","Second Hand House Prices","19822","1982Q2","-","National","Euro","41674"
"HSQ06C2","Second Hand House Prices","19822","1982Q2","01","Dublin","Euro","49059"
"HSQ06C2","Second Hand House Prices","19822","1982Q2","02","Cork","Euro","41166"
"HSQ06C2","Second Hand House Prices","19822","1982Q2","03","Galway","Euro","43999"
"HSQ06C2","Second Hand House Prices","19822","1982Q2","04","Limerick","Euro","36248"
"HSQ06C2","Second Hand House Prices","19822","1982Q2","05","Waterford","Euro","28071"
"HSQ06C2","Second Hand House Prices","19822","1982Q2","06","Other areas","Euro","33756"
"HSQ06C2","Second Hand House Prices","19823","1982Q3","-","National","Euro","39824"
"HSQ06C2","Second Hand House Prices","19823","1982Q3","01","Dublin","Euro","45396"
"HSQ06C2","Second Hand House Prices","19823","1982Q3","02","Cork","Euro","33544"
"HSQ06C2","Second Hand House Prices","19823","1982Q3","03","Galway","Euro","46545"
"HSQ06C2","Second Hand House Prices","19823","1982Q3","04","Limerick","Euro","39611"
"HSQ06C2","Second Hand House Prices","19823","1982Q3","05","Waterford","Euro","33252"
"HSQ06C2","Second Hand House Prices","19823","1982Q3","06","Other areas","Euro","33723"
"HSQ06C2","Second Hand House Prices","19824","1982Q4","-","National","Euro","40332"
"HSQ06C2","Second Hand House Prices","19824","1982Q4","01","Dublin","Euro","44504"
"HSQ06C2","Second Hand House Prices","19824","1982Q4","02","Cork","Euro","36127"
"HSQ06C2","Second Hand House Prices","19824","1982Q4","03","Galway","Euro","40919"
"HSQ06C2","Second Hand House Prices","19824","1982Q4","04","Limerick","Euro","38176"
"HSQ06C2","Second Hand House Prices","19824","1982Q4","05","Waterford","Euro","33790"
"HSQ06C2","Second Hand House Prices","19824","1982Q4","06","Other areas","Euro","36403"
"HSQ06C2","Second Hand House Prices","19831","1983Q1","-","National","Euro","39942"
"HSQ06C2","Second Hand House Prices","19831","1983Q1","01","Dublin","Euro","44005"
"HSQ06C2","Second Hand House Prices","19831","1983Q1","02","Cork","Euro","35816"
"HSQ06C2","Second Hand House Prices","19831","1983Q1","03","Galway","Euro","38407"
"HSQ06C2","Second Hand House Prices","19831","1983Q1","04","Limerick","Euro","38967"
"HSQ06C2","Second Hand House Prices","19831","1983Q1","05","Waterford","Euro","34906"
"HSQ06C2","Second Hand House Prices","19831","1983Q1","06","Other areas","Euro","35937"
"HSQ06C2","Second Hand House Prices","19832","1983Q2","-","National","Euro","42445"
"HSQ06C2","Second Hand House Prices","19832","1983Q2","01","Dublin","Euro","47121"
"HSQ06C2","Second Hand House Prices","19832","1983Q2","02","Cork","Euro","35746"
"HSQ06C2","Second Hand House Prices","19832","1983Q2","03","Galway","Euro","44415"
"HSQ06C2","Second Hand House Prices","19832","1983Q2","04","Limerick","Euro","36794"
"HSQ06C2","Second Hand House Prices","19832","1983Q2","05","Waterford","Euro","34768"
"HSQ06C2","Second Hand House Prices","19832","1983Q2","06","Other areas","Euro","38463"
"HSQ06C2","Second Hand House Prices","19833","1983Q3","-","National","Euro","45005"
"HSQ06C2","Second Hand House Prices","19833","1983Q3","01","Dublin","Euro","50916"
"HSQ06C2","Second Hand House Prices","19833","1983Q3","02","Cork","Euro","37746"
"HSQ06C2","Second Hand House Prices","19833","1983Q3","03","Galway","Euro","43993"
"HSQ06C2","Second Hand House Prices","19833","1983Q3","04","Limerick","Euro","41272"
"HSQ06C2","Second Hand House Prices","19833","1983Q3","05","Waterford","Euro","33356"
"HSQ06C2","Second Hand House Prices","19833","1983Q3","06","Other areas","Euro","40632"
"HSQ06C2","Second Hand House Prices","19834","1983Q4","-","National","Euro","45896"
"HSQ06C2","Second Hand House Prices","19834","1983Q4","01","Dublin","Euro","51278"
"HSQ06C2","Second Hand House Prices","19834","1983Q4","02","Cork","Euro","37707"
"HSQ06C2","Second Hand House Prices","19834","1983Q4","03","Galway","Euro","44758"
"HSQ06C2","Second Hand House Prices","19834","1983Q4","04","Limerick","Euro","42157"
"HSQ06C2","Second Hand House Prices","19834","1983Q4","05","Waterford","Euro","31705"
"HSQ06C2","Second Hand House Prices","19834","1983Q4","06","Other areas","Euro","42793"
"HSQ06C2","Second Hand House Prices","19841","1984Q1","-","National","Euro","45657"
"HSQ06C2","Second Hand House Prices","19841","1984Q1","01","Dublin","Euro","50081"
"HSQ06C2","Second Hand House Prices","19841","1984Q1","02","Cork","Euro","35242"
"HSQ06C2","Second Hand House Prices","19841","1984Q1","03","Galway","Euro","49949"
"HSQ06C2","Second Hand House Prices","19841","1984Q1","04","Limerick","Euro","41173"
"HSQ06C2","Second Hand House Prices","19841","1984Q1","05","Waterford","Euro","34143"
"HSQ06C2","Second Hand House Prices","19841","1984Q1","06","Other areas","Euro","41832"
"HSQ06C2","Second Hand House Prices","19842","1984Q2","-","National","Euro","45703"
"HSQ06C2","Second Hand House Prices","19842","1984Q2","01","Dublin","Euro","51236"
"HSQ06C2","Second Hand House Prices","19842","1984Q2","02","Cork","Euro","37597"
"HSQ06C2","Second Hand House Prices","19842","1984Q2","03","Galway","Euro","47503"
"HSQ06C2","Second Hand House Prices","19842","1984Q2","04","Limerick","Euro","40621"
"HSQ06C2","Second Hand House Prices","19842","1984Q2","05","Waterford","Euro","38719"
"HSQ06C2","Second Hand House Prices","19842","1984Q2","06","Other areas","Euro","41180"
"HSQ06C2","Second Hand House Prices","19843","1984Q3","-","National","Euro","45104"
"HSQ06C2","Second Hand House Prices","19843","1984Q3","01","Dublin","Euro","51267"
"HSQ06C2","Second Hand House Prices","19843","1984Q3","02","Cork","Euro","38373"
"HSQ06C2","Second Hand House Prices","19843","1984Q3","03","Galway","Euro","44371"
"HSQ06C2","Second Hand House Prices","19843","1984Q3","04","Limerick","Euro","43872"
"HSQ06C2","Second Hand House Prices","19843","1984Q3","05","Waterford","Euro","40196"
"HSQ06C2","Second Hand House Prices","19843","1984Q3","06","Other areas","Euro","39838"
"HSQ06C2","Second Hand House Prices","19844","1984Q4","-","National","Euro","44235"
"HSQ06C2","Second Hand House Prices","19844","1984Q4","01","Dublin","Euro","49436"
"HSQ06C2","Second Hand House Prices","19844","1984Q4","02","Cork","Euro","36852"
"HSQ06C2","Second Hand House Prices","19844","1984Q4","03","Galway","Euro","47627"
"HSQ06C2","Second Hand House Prices","19844","1984Q4","04","Limerick","Euro","41923"
"HSQ06C2","Second Hand House Prices","19844","1984Q4","05","Waterford","Euro","38573"
"HSQ06C2","Second Hand House Prices","19844","1984Q4","06","Other areas","Euro","40882"
"HSQ06C2","Second Hand House Prices","19851","1985Q1","-","National","Euro","44512"
"HSQ06C2","Second Hand House Prices","19851","1985Q1","01","Dublin","Euro","50023"
"HSQ06C2","Second Hand House Prices","19851","1985Q1","02","Cork","Euro","39268"
"HSQ06C2","Second Hand House Prices","19851","1985Q1","03","Galway","Euro","44888"
"HSQ06C2","Second Hand House Prices","19851","1985Q1","04","Limerick","Euro","40143"
"HSQ06C2","Second Hand House Prices","19851","1985Q1","05","Waterford","Euro","37318"
"HSQ06C2","Second Hand House Prices","19851","1985Q1","06","Other areas","Euro","40312"
"HSQ06C2","Second Hand House Prices","19852","1985Q2","-","National","Euro","45791"
"HSQ06C2","Second Hand House Prices","19852","1985Q2","01","Dublin","Euro","50345"
"HSQ06C2","Second Hand House Prices","19852","1985Q2","02","Cork","Euro","39578"
"HSQ06C2","Second Hand House Prices","19852","1985Q2","03","Galway","Euro","47633"
"HSQ06C2","Second Hand House Prices","19852","1985Q2","04","Limerick","Euro","42799"
"HSQ06C2","Second Hand House Prices","19852","1985Q2","05","Waterford","Euro","38878"
"HSQ06C2","Second Hand House Prices","19852","1985Q2","06","Other areas","Euro","42202"
"HSQ06C2","Second Hand House Prices","19853","1985Q3","-","National","Euro","46457"
"HSQ06C2","Second Hand House Prices","19853","1985Q3","01","Dublin","Euro","51182"
"HSQ06C2","Second Hand House Prices","19853","1985Q3","02","Cork","Euro","40395"
"HSQ06C2","Second Hand House Prices","19853","1985Q3","03","Galway","Euro","50551"
"HSQ06C2","Second Hand House Prices","19853","1985Q3","04","Limerick","Euro","42140"
"HSQ06C2","Second Hand House Prices","19853","1985Q3","05","Waterford","Euro","41800"
"HSQ06C2","Second Hand House Prices","19853","1985Q3","06","Other areas","Euro","42339"
"HSQ06C2","Second Hand House Prices","19854","1985Q4","-","National","Euro","46070"
"HSQ06C2","Second Hand House Prices","19854","1985Q4","01","Dublin","Euro","49830"
"HSQ06C2","Second Hand House Prices","19854","1985Q4","02","Cork","Euro","41327"
"HSQ06C2","Second Hand House Prices","19854","1985Q4","03","Galway","Euro","48275"
"HSQ06C2","Second Hand House Prices","19854","1985Q4","04","Limerick","Euro","44681"
"HSQ06C2","Second Hand House Prices","19854","1985Q4","05","Waterford","Euro","42364"
"HSQ06C2","Second Hand House Prices","19854","1985Q4","06","Other areas","Euro","43082"
"HSQ06C2","Second Hand House Prices","19861","1986Q1","-","National","Euro","45636"
"HSQ06C2","Second Hand House Prices","19861","1986Q1","01","Dublin","Euro","48943"
"HSQ06C2","Second Hand House Prices","19861","1986Q1","02","Cork","Euro","40333"
"HSQ06C2","Second Hand House Prices","19861","1986Q1","03","Galway","Euro","51235"
"HSQ06C2","Second Hand House Prices","19861","1986Q1","04","Limerick","Euro","42459"
"HSQ06C2","Second Hand House Prices","19861","1986Q1","05","Waterford","Euro","39212"
"HSQ06C2","Second Hand House Prices","19861","1986Q1","06","Other areas","Euro","43127"
"HSQ06C2","Second Hand House Prices","19862","1986Q2","-","National","Euro","48131"
"HSQ06C2","Second Hand House Prices","19862","1986Q2","01","Dublin","Euro","53535"
"HSQ06C2","Second Hand House Prices","19862","1986Q2","02","Cork","Euro","42346"
"HSQ06C2","Second Hand House Prices","19862","1986Q2","03","Galway","Euro","50392"
"HSQ06C2","Second Hand House Prices","19862","1986Q2","04","Limerick","Euro","43174"
"HSQ06C2","Second Hand House Prices","19862","1986Q2","05","Waterford","Euro","40708"
"HSQ06C2","Second Hand House Prices","19862","1986Q2","06","Other areas","Euro","43619"
"HSQ06C2","Second Hand House Prices","19863","1986Q3","-","National","Euro","47637"
"HSQ06C2","Second Hand House Prices","19863","1986Q3","01","Dublin","Euro","51457"
"HSQ06C2","Second Hand House Prices","19863","1986Q3","02","Cork","Euro","43755"
"HSQ06C2","Second Hand House Prices","19863","1986Q3","03","Galway","Euro","49701"
"HSQ06C2","Second Hand House Prices","19863","1986Q3","04","Limerick","Euro","46193"
"HSQ06C2","Second Hand House Prices","19863","1986Q3","05","Waterford","Euro","37122"
"HSQ06C2","Second Hand House Prices","19863","1986Q3","06","Other areas","Euro","44452"
"HSQ06C2","Second Hand House Prices","19864","1986Q4","-","National","Euro","46622"
"HSQ06C2","Second Hand House Prices","19864","1986Q4","01","Dublin","Euro","51313"
"HSQ06C2","Second Hand House Prices","19864","1986Q4","02","Cork","Euro","43278"
"HSQ06C2","Second Hand House Prices","19864","1986Q4","03","Galway","Euro","47778"
"HSQ06C2","Second Hand House Prices","19864","1986Q4","04","Limerick","Euro","44283"
"HSQ06C2","Second Hand House Prices","19864","1986Q4","05","Waterford","Euro","37426"
"HSQ06C2","Second Hand House Prices","19864","1986Q4","06","Other areas","Euro","42671"
"HSQ06C2","Second Hand House Prices","19871","1987Q1","-","National","Euro","45543"
"HSQ06C2","Second Hand House Prices","19871","1987Q1","01","Dublin","Euro","48923"
"HSQ06C2","Second Hand House Prices","19871","1987Q1","02","Cork","Euro","39725"
"HSQ06C2","Second Hand House Prices","19871","1987Q1","03","Galway","Euro","46587"
"HSQ06C2","Second Hand House Prices","19871","1987Q1","04","Limerick","Euro","44521"
"HSQ06C2","Second Hand House Prices","19871","1987Q1","05","Waterford","Euro","41426"
"HSQ06C2","Second Hand House Prices","19871","1987Q1","06","Other areas","Euro","42146"
"HSQ06C2","Second Hand House Prices","19872","1987Q2","-","National","Euro","45255"
"HSQ06C2","Second Hand House Prices","19872","1987Q2","01","Dublin","Euro","48625"
"HSQ06C2","Second Hand House Prices","19872","1987Q2","02","Cork","Euro","41556"
"HSQ06C2","Second Hand House Prices","19872","1987Q2","03","Galway","Euro","44829"
"HSQ06C2","Second Hand House Prices","19872","1987Q2","04","Limerick","Euro","41588"
"HSQ06C2","Second Hand House Prices","19872","1987Q2","05","Waterford","Euro","41073"
"HSQ06C2","Second Hand House Prices","19872","1987Q2","06","Other areas","Euro","42859"
"HSQ06C2","Second Hand House Prices","19873","1987Q3","-","National","Euro","47175"
"HSQ06C2","Second Hand House Prices","19873","1987Q3","01","Dublin","Euro","49931"
"HSQ06C2","Second Hand House Prices","19873","1987Q3","02","Cork","Euro","44742"
"HSQ06C2","Second Hand House Prices","19873","1987Q3","03","Galway","Euro","47425"
"HSQ06C2","Second Hand House Prices","19873","1987Q3","04","Limerick","Euro","42362"
"HSQ06C2","Second Hand House Prices","19873","1987Q3","05","Waterford","Euro","48413"
"HSQ06C2","Second Hand House Prices","19873","1987Q3","06","Other areas","Euro","45250"
"HSQ06C2","Second Hand House Prices","19874","1987Q4","-","National","Euro","48179"
"HSQ06C2","Second Hand House Prices","19874","1987Q4","01","Dublin","Euro","48816"
"HSQ06C2","Second Hand House Prices","19874","1987Q4","02","Cork","Euro","47161"
"HSQ06C2","Second Hand House Prices","19874","1987Q4","03","Galway","Euro","47331"
"HSQ06C2","Second Hand House Prices","19874","1987Q4","04","Limerick","Euro","44814"
"HSQ06C2","Second Hand House Prices","19874","1987Q4","05","Waterford","Euro","45140"
"HSQ06C2","Second Hand House Prices","19874","1987Q4","06","Other areas","Euro","45181"
"HSQ06C2","Second Hand House Prices","19881","1988Q1","-","National","Euro","48576"
"HSQ06C2","Second Hand House Prices","19881","1988Q1","01","Dublin","Euro","50652"
"HSQ06C2","Second Hand House Prices","19881","1988Q1","02","Cork","Euro","46739"
"HSQ06C2","Second Hand House Prices","19881","1988Q1","03","Galway","Euro","47505"
"HSQ06C2","Second Hand House Prices","19881","1988Q1","04","Limerick","Euro","45459"
"HSQ06C2","Second Hand House Prices","19881","1988Q1","05","Waterford","Euro","44989"
"HSQ06C2","Second Hand House Prices","19881","1988Q1","06","Other areas","Euro","47569"
"HSQ06C2","Second Hand House Prices","19882","1988Q2","-","National","Euro","49333"
"HSQ06C2","Second Hand House Prices","19882","1988Q2","01","Dublin","Euro","54027"
"HSQ06C2","Second Hand House Prices","19882","1988Q2","02","Cork","Euro","45201"
"HSQ06C2","Second Hand House Prices","19882","1988Q2","03","Galway","Euro","50525"
"HSQ06C2","Second Hand House Prices","19882","1988Q2","04","Limerick","Euro","45336"
"HSQ06C2","Second Hand House Prices","19882","1988Q2","05","Waterford","Euro","43984"
"HSQ06C2","Second Hand House Prices","19882","1988Q2","06","Other areas","Euro","45920"
"HSQ06C2","Second Hand House Prices","19883","1988Q3","-","National","Euro","52808"
"HSQ06C2","Second Hand House Prices","19883","1988Q3","01","Dublin","Euro","55874"
"HSQ06C2","Second Hand House Prices","19883","1988Q3","02","Cork","Euro","49120"
